,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
858,69,retired,married,unknown,no,426,no,no,telephone,9,395,1,-1,0,unknown,yes
1746,35,blue-collar,married,primary,no,793,yes,no,cellular,17,106,1,-1,0,unknown,no
3347,32,management,single,tertiary,no,112,yes,no,cellular,5,118,1,-1,0,unknown,no
846,32,self-employed,single,tertiary,no,658,yes,no,cellular,27,283,1,-1,0,unknown,yes
1884,36,technician,single,tertiary,no,197,no,no,cellular,30,260,1,-1,0,unknown,yes
3653,33,admin.,single,secondary,no,1221,yes,no,unknown,23,245,1,-1,0,unknown,no
2342,43,management,married,tertiary,no,0,yes,no,unknown,16,100,17,-1,0,unknown,no
488,57,retired,married,secondary,no,81,no,no,cellular,19,118,3,-1,0,unknown,no
3076,55,retired,married,primary,no,150,no,no,cellular,8,124,1,-1,0,unknown,no
231,32,management,married,tertiary,no,644,yes,yes,unknown,8,477,2,-1,0,unknown,no
2720,51,technician,married,secondary,no,221,yes,no,unknown,7,139,3,-1,0,unknown,no
167,51,management,single,secondary,no,1610,yes,no,unknown,16,1248,3,-1,0,unknown,yes
3583,30,management,married,secondary,no,1439,yes,no,cellular,18,373,1,-1,0,unknown,no
3012,35,management,single,tertiary,no,51,no,no,cellular,18,90,5,-1,0,unknown,no
689,55,blue-collar,married,primary,no,761,no,no,unknown,18,67,1,-1,0,unknown,no
1858,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,346,1,181,4,success,yes
3974,35,technician,married,unknown,no,86,yes,no,unknown,12,33,4,-1,0,unknown,no
2674,45,technician,married,unknown,no,557,yes,no,cellular,15,80,4,-1,0,unknown,no
2228,38,entrepreneur,married,secondary,no,197,no,no,unknown,17,979,9,-1,0,unknown,no
2985,27,technician,single,tertiary,no,1075,no,no,cellular,2,658,1,-1,0,unknown,yes
3185,29,management,single,tertiary,no,92,no,no,cellular,2,101,1,92,5,success,no
831,46,management,divorced,secondary,no,270,no,no,unknown,12,125,1,-1,0,unknown,no
1181,41,technician,married,secondary,no,2851,no,no,cellular,18,296,3,-1,0,unknown,no
1363,48,management,married,tertiary,no,0,no,yes,cellular,19,204,4,182,1,success,yes
2436,27,technician,single,secondary,no,489,yes,no,cellular,30,356,4,-1,0,unknown,yes
2362,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,80,3,329,3,failure,no
1402,43,management,married,tertiary,no,479,yes,no,cellular,6,168,1,254,2,failure,no
989,48,technician,married,unknown,no,2106,yes,no,cellular,17,499,2,195,1,failure,no
3638,29,admin.,married,secondary,no,7707,yes,no,cellular,29,961,2,334,2,failure,yes
2226,40,technician,single,secondary,no,2017,yes,no,cellular,28,105,1,244,1,other,no
2215,30,management,single,tertiary,no,536,no,no,cellular,14,362,2,91,2,success,yes
1880,95,retired,married,secondary,no,0,no,no,telephone,1,215,1,-1,0,unknown,no
2819,33,technician,single,tertiary,no,2164,yes,no,cellular,18,8,11,-1,0,unknown,no
153,43,technician,single,secondary,no,54,yes,no,cellular,30,62,2,-1,0,unknown,no
2497,54,services,married,secondary,no,88,yes,no,unknown,13,190,1,-1,0,unknown,no
926,55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,343,1,-1,0,unknown,no
260,44,management,married,tertiary,no,756,yes,no,cellular,18,65,1,130,2,failure,no
1946,58,management,married,secondary,no,2155,no,yes,cellular,11,248,2,182,7,success,yes
226,30,admin.,single,secondary,no,1309,no,no,cellular,28,622,1,-1,0,unknown,yes
2033,36,blue-collar,married,primary,no,398,yes,no,unknown,12,278,1,-1,0,unknown,no
743,40,blue-collar,married,primary,no,2502,yes,no,cellular,18,205,1,-1,0,unknown,no
2247,44,technician,married,secondary,no,331,yes,no,cellular,20,256,4,-1,0,unknown,no
1389,35,services,single,secondary,no,313,yes,no,cellular,11,195,2,301,3,failure,no
3817,36,admin.,married,secondary,no,176,yes,no,unknown,23,111,1,-1,0,unknown,no
3020,45,admin.,married,secondary,no,434,no,yes,cellular,24,180,19,-1,0,unknown,no
2808,20,student,single,secondary,no,1191,no,no,cellular,28,500,2,228,1,failure,no
2169,33,management,married,tertiary,no,584,yes,no,cellular,25,508,5,-1,0,unknown,no
3568,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,1044,3,-1,0,unknown,yes
3037,30,services,married,secondary,no,-27,yes,no,cellular,18,65,1,-1,0,unknown,no
2183,39,admin.,divorced,secondary,no,2610,no,no,unknown,6,67,5,-1,0,unknown,no
3683,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,556,1,-1,0,unknown,no
2197,47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,454,1,-1,0,unknown,yes
1279,50,blue-collar,single,primary,no,1558,yes,no,cellular,3,294,1,265,1,other,no
1081,46,blue-collar,married,primary,no,328,yes,no,unknown,21,526,8,-1,0,unknown,no
1983,45,admin.,married,secondary,no,369,yes,no,cellular,15,20,5,-1,0,unknown,no
2477,31,management,single,tertiary,no,682,yes,no,unknown,26,473,5,-1,0,unknown,no
1310,52,blue-collar,married,primary,no,1524,no,no,cellular,3,1007,6,-1,0,unknown,yes
3199,54,management,married,tertiary,no,1090,no,no,cellular,21,160,7,-1,0,unknown,no
3262,39,management,married,secondary,no,1035,yes,no,cellular,20,436,1,-1,0,unknown,no
1691,30,management,single,tertiary,no,317,no,no,cellular,12,134,8,-1,0,unknown,no
2703,56,management,married,tertiary,no,73,yes,no,cellular,8,122,1,368,2,failure,no
127,31,technician,married,tertiary,no,1503,yes,yes,cellular,8,257,2,-1,0,unknown,no
1829,41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,115,1,341,1,failure,no
1576,36,management,married,tertiary,no,170,no,no,cellular,7,493,2,-1,0,unknown,no
3861,49,entrepreneur,divorced,primary,yes,-736,no,no,cellular,31,305,6,-1,0,unknown,no
1510,58,technician,married,secondary,no,1463,yes,no,cellular,12,110,3,-1,0,unknown,no
2555,40,admin.,married,secondary,no,4775,no,no,cellular,15,215,1,-1,0,unknown,yes
1193,55,management,married,tertiary,no,42,yes,no,telephone,11,386,2,-1,0,unknown,no
517,34,technician,single,secondary,no,2583,no,no,cellular,28,64,1,95,2,failure,no
591,58,blue-collar,married,secondary,no,1826,yes,no,unknown,19,47,3,-1,0,unknown,no
2170,27,entrepreneur,married,tertiary,no,79,yes,yes,cellular,13,201,1,369,3,failure,no
1416,46,blue-collar,married,secondary,no,2173,yes,no,unknown,21,98,5,-1,0,unknown,no
1667,31,unemployed,single,secondary,no,209,yes,no,cellular,6,193,1,-1,0,unknown,no
1400,54,blue-collar,married,primary,no,2110,yes,no,cellular,16,618,1,-1,0,unknown,no
2815,37,unknown,married,secondary,no,5700,no,no,unknown,19,49,2,-1,0,unknown,no
2220,50,admin.,single,secondary,no,26,no,yes,telephone,24,179,4,-1,0,unknown,no
3295,40,blue-collar,single,primary,no,1,no,no,unknown,20,18,11,-1,0,unknown,no
1511,37,services,single,tertiary,no,1189,no,no,cellular,13,323,9,199,4,other,yes
3232,46,admin.,married,secondary,no,664,no,no,cellular,5,295,2,-1,0,unknown,no
275,42,admin.,divorced,secondary,no,527,no,yes,cellular,22,181,1,185,1,success,yes
2310,37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,467,1,-1,0,unknown,no
3935,50,management,married,tertiary,no,400,no,no,cellular,13,343,2,-1,0,unknown,no
2143,55,technician,married,secondary,no,1004,yes,yes,unknown,27,224,1,-1,0,unknown,no
2248,37,management,single,secondary,no,655,no,yes,cellular,4,258,6,-1,0,unknown,no
3559,47,services,divorced,secondary,no,4906,yes,no,unknown,14,389,1,-1,0,unknown,no
3883,34,management,single,tertiary,no,2343,no,no,telephone,21,39,9,-1,0,unknown,no
3922,55,blue-collar,married,secondary,no,1268,yes,no,unknown,7,223,2,-1,0,unknown,no
491,45,management,married,tertiary,no,126,yes,no,cellular,20,92,1,342,1,failure,no
2835,51,technician,married,secondary,no,2,yes,yes,cellular,4,71,1,205,3,failure,no
3962,42,management,married,tertiary,no,1773,no,no,cellular,9,311,1,336,1,failure,no
656,40,blue-collar,married,secondary,no,100,yes,no,unknown,29,218,2,-1,0,unknown,no
1667,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,309,2,-1,0,unknown,no
2749,38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,158,1,-1,0,unknown,no
3275,37,technician,divorced,secondary,no,141,yes,no,cellular,6,848,1,364,3,failure,yes
3309,31,management,single,tertiary,no,2983,yes,no,cellular,2,153,1,-1,0,unknown,no
3913,31,services,married,secondary,no,0,no,yes,cellular,21,208,1,-1,0,unknown,no
1257,43,services,married,secondary,no,192,yes,yes,unknown,30,273,2,-1,0,unknown,no
2934,54,technician,married,secondary,no,89,yes,no,cellular,10,140,3,-1,0,unknown,no
2007,35,blue-collar,single,secondary,no,546,yes,no,cellular,13,161,2,-1,0,unknown,no
407,47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,253,1,-1,0,unknown,no
2528,56,technician,married,primary,no,0,yes,yes,cellular,24,84,1,-1,0,unknown,no
2031,49,technician,married,tertiary,no,1071,no,no,cellular,16,225,1,91,1,success,yes
2263,26,services,married,secondary,no,549,no,no,unknown,3,149,1,-1,0,unknown,no
1722,26,unemployed,single,secondary,no,111,no,no,cellular,9,537,1,-1,0,unknown,yes
1190,33,management,divorced,tertiary,no,-634,yes,yes,cellular,12,163,2,350,1,failure,no
3984,38,management,married,tertiary,no,762,yes,no,unknown,12,163,2,-1,0,unknown,no
3759,55,technician,single,secondary,no,149,yes,no,cellular,11,103,15,-1,0,unknown,no
1261,48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,163,1,187,3,failure,no
223,57,management,married,tertiary,no,16,no,no,cellular,21,200,3,-1,0,unknown,no
892,54,technician,married,tertiary,no,6507,no,no,cellular,26,145,1,-1,0,unknown,no
3449,37,blue-collar,married,secondary,no,362,yes,no,unknown,20,277,2,-1,0,unknown,no
322,47,services,married,secondary,no,518,no,no,cellular,29,96,2,-1,0,unknown,no
742,39,management,married,tertiary,no,2763,yes,no,unknown,2,526,2,-1,0,unknown,yes
3386,52,admin.,single,secondary,no,2332,no,no,cellular,29,108,2,-1,0,unknown,no
3452,32,management,single,tertiary,no,0,no,no,cellular,5,550,4,-1,0,unknown,yes
2671,30,student,single,secondary,no,1681,no,no,cellular,7,329,2,-1,0,unknown,yes
341,53,retired,married,secondary,no,1554,no,no,unknown,5,138,1,-1,0,unknown,no
2365,53,technician,married,secondary,no,4930,no,yes,cellular,2,228,2,-1,0,unknown,no
3669,31,admin.,single,tertiary,no,676,yes,no,cellular,22,124,2,343,2,other,yes
3247,32,blue-collar,married,primary,no,131,yes,no,unknown,21,212,2,-1,0,unknown,no
3907,49,admin.,married,secondary,no,13229,no,yes,telephone,8,77,2,-1,0,unknown,no
3068,33,technician,married,tertiary,no,-258,no,no,cellular,8,362,1,-1,0,unknown,no
208,60,retired,married,secondary,no,938,no,no,cellular,13,380,3,-1,0,unknown,yes
1188,31,management,married,tertiary,no,4720,yes,no,cellular,13,460,2,-1,0,unknown,no
3120,40,admin.,married,secondary,no,260,yes,no,cellular,13,306,1,181,5,success,yes
2127,31,self-employed,single,secondary,no,0,yes,no,cellular,15,364,2,-1,0,unknown,no
1342,39,management,married,secondary,no,18,yes,no,cellular,21,102,1,91,1,failure,no
3338,42,blue-collar,married,secondary,no,1288,yes,no,telephone,2,18,1,-1,0,unknown,no
1115,54,blue-collar,married,primary,no,24,yes,no,unknown,15,34,1,-1,0,unknown,no
777,33,technician,married,tertiary,yes,56,no,no,cellular,20,75,2,-1,0,unknown,no
1777,32,management,married,tertiary,no,500,yes,no,unknown,27,24,1,-1,0,unknown,no
2849,27,services,single,secondary,no,1928,no,yes,cellular,15,513,5,-1,0,unknown,no
771,43,management,married,primary,no,8167,yes,no,telephone,19,202,2,184,2,failure,no
2253,52,blue-collar,married,secondary,no,0,no,no,unknown,2,163,1,-1,0,unknown,no
3280,53,admin.,married,secondary,no,1796,no,no,telephone,16,295,1,91,2,success,yes
753,40,blue-collar,single,secondary,no,1,yes,no,unknown,8,190,1,-1,0,unknown,no
3851,33,blue-collar,single,primary,no,611,no,no,telephone,16,390,2,-1,0,unknown,yes
175,33,blue-collar,married,secondary,no,1,yes,no,cellular,15,67,4,178,3,failure,no
1973,53,services,divorced,secondary,no,765,yes,no,cellular,14,959,3,174,7,other,yes
2779,44,management,divorced,tertiary,no,96,no,no,cellular,25,119,2,-1,0,unknown,no
3788,33,blue-collar,divorced,primary,no,60,no,no,unknown,9,131,1,-1,0,unknown,no
1949,58,retired,divorced,tertiary,no,1321,no,no,telephone,29,157,6,-1,0,unknown,no
1261,28,admin.,single,tertiary,no,336,no,no,cellular,26,135,1,-1,0,unknown,no
2600,44,technician,divorced,secondary,no,14,no,no,cellular,13,234,1,-1,0,unknown,yes
441,46,management,married,secondary,yes,-333,no,yes,cellular,30,597,2,-1,0,unknown,no
2373,49,blue-collar,married,primary,no,-167,no,no,cellular,7,51,1,-1,0,unknown,no
1319,40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,57,2,-1,0,unknown,no
2118,44,blue-collar,married,secondary,no,630,no,no,cellular,30,192,2,-1,0,unknown,no
526,58,technician,married,primary,no,4198,no,no,cellular,15,441,5,246,5,failure,yes
1763,53,management,married,unknown,no,12001,no,no,unknown,6,207,1,-1,0,unknown,no
919,36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,109,3,-1,0,unknown,no
2441,29,admin.,married,secondary,no,1937,no,no,unknown,25,6,1,-1,0,unknown,no
3984,35,admin.,married,secondary,no,614,yes,no,cellular,12,242,2,-1,0,unknown,no
2081,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,552,2,-1,0,unknown,yes
1285,47,management,married,tertiary,no,122,no,yes,cellular,18,73,1,-1,0,unknown,no
1355,31,technician,married,tertiary,no,95,no,no,cellular,21,48,6,-1,0,unknown,no
1945,49,retired,married,unknown,no,247,no,no,unknown,15,213,2,-1,0,unknown,no
1009,34,blue-collar,married,secondary,no,467,yes,no,cellular,13,195,2,357,2,failure,no
1260,40,services,married,secondary,no,87,yes,yes,cellular,21,116,2,113,4,failure,no
1511,31,management,single,tertiary,no,1724,yes,no,telephone,29,152,2,254,1,failure,no
1156,57,unknown,married,secondary,no,2,no,no,unknown,6,112,4,-1,0,unknown,no
3960,53,admin.,married,secondary,no,105,no,yes,cellular,21,74,2,-1,0,unknown,no
2994,31,management,single,tertiary,no,12569,no,no,cellular,9,344,1,295,1,failure,yes
1975,29,admin.,married,secondary,no,503,no,yes,cellular,5,433,1,199,2,failure,no
1604,36,technician,single,secondary,no,7503,yes,no,unknown,4,25,1,-1,0,unknown,no
2451,43,self-employed,married,primary,no,5039,no,no,cellular,20,227,1,-1,0,unknown,no
699,28,blue-collar,single,secondary,no,371,yes,no,cellular,23,159,2,-1,0,unknown,no
3431,46,admin.,divorced,secondary,no,778,yes,no,cellular,20,106,3,-1,0,unknown,no
1867,34,blue-collar,single,secondary,no,1475,yes,no,cellular,16,1166,3,530,12,other,no
48,29,blue-collar,married,primary,no,0,yes,no,telephone,7,256,15,-1,0,unknown,no
1162,30,technician,single,tertiary,no,53,no,no,cellular,29,375,1,-1,0,unknown,yes
1902,55,retired,married,primary,no,3334,no,no,cellular,14,632,4,-1,0,unknown,yes
1051,34,blue-collar,married,secondary,no,584,yes,no,cellular,18,154,2,-1,0,unknown,no
1103,32,technician,married,secondary,no,1026,no,no,cellular,28,94,3,-1,0,unknown,no
380,34,admin.,divorced,secondary,no,661,yes,no,cellular,3,122,1,96,9,other,no
3612,33,housemaid,married,primary,no,2293,yes,no,cellular,19,457,2,-1,0,unknown,no
815,37,technician,single,secondary,no,3665,no,no,cellular,12,664,3,-1,0,unknown,yes
1938,35,management,single,tertiary,no,539,yes,no,cellular,3,198,2,267,1,other,no
2534,50,blue-collar,married,secondary,no,6258,yes,no,unknown,15,139,7,-1,0,unknown,no
1286,25,management,single,tertiary,no,219,no,no,cellular,30,458,1,-1,0,unknown,yes
3918,41,admin.,single,secondary,no,669,yes,no,cellular,16,375,2,-1,0,unknown,no
1632,51,services,married,secondary,no,-238,yes,no,cellular,24,63,1,-1,0,unknown,no
2137,43,management,divorced,tertiary,no,3578,no,no,cellular,29,376,2,-1,0,unknown,no
2948,35,admin.,married,secondary,no,5768,yes,yes,unknown,9,145,1,-1,0,unknown,no
927,38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,133,3,-1,0,unknown,no
3311,45,technician,single,unknown,no,7108,yes,yes,unknown,30,1212,3,-1,0,unknown,no
2506,54,admin.,married,secondary,no,0,no,no,cellular,28,161,1,98,2,failure,yes
2475,33,technician,married,secondary,no,218,yes,yes,cellular,10,162,1,161,4,failure,no
2990,38,admin.,single,secondary,yes,-61,no,yes,cellular,18,102,2,-1,0,unknown,no
1281,30,technician,single,secondary,no,4888,yes,no,cellular,20,274,2,-1,0,unknown,no
2419,29,admin.,single,secondary,no,265,yes,no,cellular,25,414,1,184,1,failure,yes
582,35,unemployed,married,secondary,no,194,yes,no,cellular,12,192,3,-1,0,unknown,no
3879,34,blue-collar,single,primary,no,1702,no,no,cellular,9,22,4,-1,0,unknown,no
1408,36,blue-collar,married,primary,no,347,no,no,cellular,4,167,2,-1,0,unknown,no
1325,31,blue-collar,single,primary,no,859,yes,no,unknown,2,80,1,-1,0,unknown,no
3540,38,self-employed,divorced,secondary,no,0,yes,no,cellular,20,84,1,-1,0,unknown,no
1394,59,services,married,primary,no,64,yes,yes,telephone,12,370,2,-1,0,unknown,no
3981,25,admin.,single,secondary,no,507,yes,no,cellular,15,832,1,367,3,failure,yes
151,38,blue-collar,married,primary,no,-326,yes,no,unknown,16,237,3,-1,0,unknown,no
1042,41,management,married,tertiary,no,393,yes,no,unknown,8,110,2,-1,0,unknown,no
3271,53,technician,married,secondary,no,8417,yes,no,unknown,14,435,1,-1,0,unknown,no
3775,55,blue-collar,married,secondary,no,388,no,no,cellular,12,187,2,-1,0,unknown,no
3018,33,admin.,married,secondary,no,680,yes,no,cellular,6,265,1,-1,0,unknown,no
2776,27,management,married,tertiary,no,159,yes,no,cellular,25,295,2,-1,0,unknown,no
2486,37,technician,married,secondary,no,0,yes,yes,cellular,15,101,3,-1,0,unknown,no
923,51,admin.,married,secondary,no,73,no,no,cellular,21,195,1,-1,0,unknown,no
705,79,retired,married,primary,no,8556,no,no,telephone,18,326,2,272,2,success,yes
221,32,management,single,tertiary,no,935,no,no,cellular,9,165,1,91,7,success,yes
2814,33,management,single,tertiary,no,1304,yes,no,cellular,18,536,2,-1,0,unknown,yes
1911,59,technician,divorced,secondary,no,2735,no,no,cellular,3,213,2,-1,0,unknown,no
1896,44,technician,single,secondary,no,59,yes,no,cellular,18,9,4,341,19,failure,no
1008,27,technician,single,secondary,no,41,yes,yes,cellular,25,803,1,-1,0,unknown,no
3702,39,blue-collar,single,primary,no,581,yes,no,cellular,7,620,1,39,2,success,no
3331,35,management,divorced,tertiary,no,473,no,yes,cellular,5,37,2,-1,0,unknown,no
247,37,management,married,tertiary,no,393,yes,no,cellular,14,567,3,275,4,failure,yes
2129,49,management,married,tertiary,yes,10,yes,no,cellular,21,226,1,-1,0,unknown,no
187,39,admin.,married,tertiary,no,1108,no,no,cellular,21,204,1,-1,0,unknown,yes
3308,47,admin.,divorced,secondary,no,225,no,no,cellular,28,1126,4,-1,0,unknown,yes
415,54,admin.,married,tertiary,no,184,no,no,unknown,5,673,2,-1,0,unknown,yes
3283,20,student,single,unknown,no,179,no,no,cellular,23,317,1,182,6,failure,no
1080,53,management,married,unknown,no,876,yes,no,telephone,14,214,3,-1,0,unknown,no
3813,38,management,married,tertiary,no,0,yes,no,cellular,4,138,1,-1,0,unknown,no
1129,59,retired,married,secondary,no,1341,no,no,cellular,27,154,2,97,1,other,no
3073,60,technician,married,secondary,no,478,no,no,cellular,29,139,1,171,5,failure,no
1980,38,blue-collar,married,primary,no,-522,yes,yes,unknown,20,18,22,-1,0,unknown,no
3411,46,technician,divorced,secondary,no,111,yes,no,cellular,19,178,3,183,2,other,no
2547,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,422,2,-1,0,unknown,yes
3431,36,services,married,secondary,no,812,yes,yes,cellular,2,138,2,-1,0,unknown,no
119,56,admin.,married,secondary,no,382,no,no,cellular,20,275,1,-1,0,unknown,no
178,29,technician,single,tertiary,no,48,yes,no,cellular,23,164,1,-1,0,unknown,no
63,44,technician,married,tertiary,no,1146,no,no,cellular,4,178,2,-1,0,unknown,no
1974,31,blue-collar,married,primary,no,-464,yes,yes,unknown,12,256,4,-1,0,unknown,no
801,38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,133,4,-1,0,unknown,no
